Worm number,Experiment Name,Plate ID,Well Location,Dosage,Strain,Any worm detected,Last day of observation,Last day of health,Manual Censor,Runoff Censor inital,Runoff Censor experiment,Potentially still alive,Death Detected
389,Mitochondrial_biogenesis_005,Mito_Bio_4-2,149,10uM MC16,n2,1,28,28,0,0,1,0,0
390,Mitochondrial_biogenesis_005,Mito_Bio_4-2,150,10uM MC16,n2,1,29,20,0,0,0,0,1
391,Mitochondrial_biogenesis_005,Mito_Bio_4-2,151,10uM MC16,n2,1,6,3,0,0,0,0,1
392,Mitochondrial_biogenesis_005,Mito_Bio_4-2,152,10uM MC16,n2,0,4,0,0,1,0,0,0
393,Mitochondrial_biogenesis_005,Mito_Bio_4-2,153,10uM MC16,n2,1,29,25,0,0,0,0,1
394,Mitochondrial_biogenesis_005,Mito_Bio_4-2,154,10uM MC16,n2,1,14,11,0,0,0,0,1
395,Mitochondrial_biogenesis_005,Mito_Bio_4-2,155,10uM MC16,n2,1,28,25,0,0,0,0,1
396,Mitochondrial_biogenesis_005,Mito_Bio_4-2,156,10uM MC16,n2,1,32,31,0,0,0,0,1
397,Mitochondrial_biogenesis_005,Mito_Bio_4-2,157,10uM MC16,n2,1,1,0,0,1,0,0,0
398,Mitochondrial_biogenesis_005,Mito_Bio_4-2,158,10uM MC16,n2,0,1,0,0,1,0,0,0
399,Mitochondrial_biogenesis_005,Mito_Bio_4-2,159,10uM MC16,n2,0,1,0,0,1,0,0,0
400,Mitochondrial_biogenesis_005,Mito_Bio_4-2,160,10uM MC16,n2,1,11,5,0,0,0,0,1
401,Mitochondrial_biogenesis_005,Mito_Bio_4-2,161,10uM MC16,n2,1,33,31,0,0,0,0,1
402,Mitochondrial_biogenesis_005,Mito_Bio_4-2,162,10uM MC16,n2,1,8,6,0,0,0,0,1
403,Mitochondrial_biogenesis_005,Mito_Bio_4-2,163,10uM MC16,n2,1,35,33,0,0,0,0,1
404,Mitochondrial_biogenesis_005,Mito_Bio_4-2,164,10uM MC16,n2,1,28,10,0,0,0,0,1
405,Mitochondrial_biogenesis_005,Mito_Bio_4-2,165,10uM MC16,n2,1,29,29,0,0,1,0,0
406,Mitochondrial_biogenesis_005,Mito_Bio_4-2,166,10uM MC16,n2,0,5,0,0,1,0,0,0
407,Mitochondrial_biogenesis_005,Mito_Bio_4-2,167,10uM MC16,n2,1,32,29,0,0,0,0,1
408,Mitochondrial_biogenesis_005,Mito_Bio_4-2,168,10uM MC16,n2,1,6,6,0,0,1,0,0
409,Mitochondrial_biogenesis_005,Mito_Bio_4-2,169,10uM MC16,n2,1,8,5,0,0,0,0,1
410,Mitochondrial_biogenesis_005,Mito_Bio_4-2,170,10uM MC16,n2,1,27,26,0,0,0,0,1
411,Mitochondrial_biogenesis_005,Mito_Bio_4-2,171,10uM MC16,n2,1,34,20,0,0,0,0,1
412,Mitochondrial_biogenesis_005,Mito_Bio_4-2,172,10uM MC16,n2,1,25,25,0,0,1,0,0
413,Mitochondrial_biogenesis_005,Mito_Bio_4-2,173,10uM MC16,n2,1,27,22,0,0,0,0,1
414,Mitochondrial_biogenesis_005,Mito_Bio_4-2,174,10uM MC16,n2,1,32,18,0,0,0,0,1
415,Mitochondrial_biogenesis_005,Mito_Bio_4-2,175,10uM MC16,n2,1,11,4,0,0,0,0,1
416,Mitochondrial_biogenesis_005,Mito_Bio_4-2,176,10uM MC16,n2,1,11,11,0,0,1,0,0
417,Mitochondrial_biogenesis_005,Mito_Bio_4-2,177,10uM MC16,n2,1,24,17,0,0,0,0,1
418,Mitochondrial_biogenesis_005,Mito_Bio_4-2,178,10uM MC16,n2,1,23,9,0,0,0,0,1
419,Mitochondrial_biogenesis_005,Mito_Bio_4-2,179,10uM MC16,n2,1,29,20,0,0,0,0,1
420,Mitochondrial_biogenesis_005,Mito_Bio_4-2,180,10uM MC16,n2,1,11,11,0,0,1,0,0
421,Mitochondrial_biogenesis_005,Mito_Bio_4-2,181,10uM MC16,n2,1,30,20,0,0,0,0,1
422,Mitochondrial_biogenesis_005,Mito_Bio_4-2,182,10uM MC16,n2,1,23,22,0,0,0,0,1
423,Mitochondrial_biogenesis_005,Mito_Bio_4-2,183,10uM MC16,n2,1,27,21,0,0,0,0,1
424,Mitochondrial_biogenesis_005,Mito_Bio_4-2,184,10uM MC16,n2,1,10,9,0,0,0,0,1
425,Mitochondrial_biogenesis_005,Mito_Bio_4-2,185,10uM MC16,n2,1,5,0,0,1,0,0,0
426,Mitochondrial_biogenesis_005,Mito_Bio_4-2,186,10uM MC16,n2,1,29,17,0,0,0,0,1
427,Mitochondrial_biogenesis_005,Mito_Bio_4-2,187,10uM MC16,n2,1,29,29,0,0,1,0,0
428,Mitochondrial_biogenesis_005,Mito_Bio_4-2,188,10uM MC16,n2,1,30,26,0,0,0,0,1
429,Mitochondrial_biogenesis_005,Mito_Bio_4-2,189,10uM MC16,n2,1,32,24,0,0,0,0,1
430,Mitochondrial_biogenesis_005,Mito_Bio_4-2,190,10uM MC16,n2,1,26,23,0,0,0,0,1
431,Mitochondrial_biogenesis_005,Mito_Bio_4-2,191,10uM MC16,n2,1,21,10,0,0,0,0,1
432,Mitochondrial_biogenesis_005,Mito_Bio_4-2,192,10uM MC16,n2,0,1,0,0,1,0,0,0
433,Mitochondrial_biogenesis_005,Mito_Bio_4-2,193,100uM MC16,n2,1,23,22,0,0,0,0,1
434,Mitochondrial_biogenesis_005,Mito_Bio_4-2,194,100uM MC16,n2,1,14,14,0,0,0,0,1
435,Mitochondrial_biogenesis_005,Mito_Bio_4-2,195,100uM MC16,n2,1,23,14,0,0,0,0,1
436,Mitochondrial_biogenesis_005,Mito_Bio_4-2,196,100uM MC16,n2,1,30,24,0,0,0,0,1
437,Mitochondrial_biogenesis_005,Mito_Bio_4-2,197,100uM MC16,n2,1,24,20,0,0,0,0,1
438,Mitochondrial_biogenesis_005,Mito_Bio_4-2,198,100uM MC16,n2,1,28,23,0,0,0,0,1
439,Mitochondrial_biogenesis_005,Mito_Bio_4-2,199,100uM MC16,n2,1,4,4,0,0,1,0,0
440,Mitochondrial_biogenesis_005,Mito_Bio_4-2,200,100uM MC16,n2,1,30,29,0,0,0,0,1
441,Mitochondrial_biogenesis_005,Mito_Bio_4-2,201,100uM MC16,n2,1,28,24,0,0,0,0,1
442,Mitochondrial_biogenesis_005,Mito_Bio_4-2,202,100uM MC16,n2,1,29,27,0,0,0,0,1
443,Mitochondrial_biogenesis_005,Mito_Bio_4-2,203,100uM MC16,n2,1,27,15,0,0,0,0,1
444,Mitochondrial_biogenesis_005,Mito_Bio_4-2,204,100uM MC16,n2,1,30,29,0,0,0,0,1
445,Mitochondrial_biogenesis_005,Mito_Bio_4-2,205,100uM MC16,n2,0,1,0,0,1,0,0,0
446,Mitochondrial_biogenesis_005,Mito_Bio_4-2,206,100uM MC16,n2,1,1,0,0,1,0,0,0
447,Mitochondrial_biogenesis_005,Mito_Bio_4-2,207,100uM MC16,n2,1,26,22,0,0,0,0,1
448,Mitochondrial_biogenesis_005,Mito_Bio_4-2,208,100uM MC16,n2,1,3,0,0,1,0,0,0
449,Mitochondrial_biogenesis_005,Mito_Bio_4-2,209,100uM MC16,n2,1,25,24,0,0,0,0,1
450,Mitochondrial_biogenesis_005,Mito_Bio_4-2,210,100uM MC16,n2,1,33,31,0,0,0,0,1
451,Mitochondrial_biogenesis_005,Mito_Bio_4-2,211,100uM MC16,n2,1,7,7,0,0,1,0,0
452,Mitochondrial_biogenesis_005,Mito_Bio_4-2,212,100uM MC16,n2,1,30,29,0,0,0,0,1
453,Mitochondrial_biogenesis_005,Mito_Bio_4-2,213,100uM MC16,n2,1,26,15,0,0,0,0,1
454,Mitochondrial_biogenesis_005,Mito_Bio_4-2,214,100uM MC16,n2,1,27,12,0,0,0,0,1
455,Mitochondrial_biogenesis_005,Mito_Bio_4-2,215,100uM MC16,n2,1,8,8,0,0,1,0,0
456,Mitochondrial_biogenesis_005,Mito_Bio_4-2,216,100uM MC16,n2,0,1,0,1,1,0,0,0
457,Mitochondrial_biogenesis_005,Mito_Bio_4-2,217,100uM MC16,n2,1,8,7,0,0,0,0,1
458,Mitochondrial_biogenesis_005,Mito_Bio_4-2,218,100uM MC16,n2,1,27,25,0,0,0,0,1
459,Mitochondrial_biogenesis_005,Mito_Bio_4-2,219,100uM MC16,n2,1,24,23,0,0,0,0,1
460,Mitochondrial_biogenesis_005,Mito_Bio_4-2,220,100uM MC16,n2,1,28,13,0,0,0,0,1
461,Mitochondrial_biogenesis_005,Mito_Bio_4-2,221,100uM MC16,n2,1,23,22,0,0,0,0,1
462,Mitochondrial_biogenesis_005,Mito_Bio_4-2,222,100uM MC16,n2,1,32,31,0,0,0,0,1
463,Mitochondrial_biogenesis_005,Mito_Bio_4-2,223,100uM MC16,n2,1,29,16,0,0,0,0,1
464,Mitochondrial_biogenesis_005,Mito_Bio_4-2,224,100uM MC16,n2,1,33,24,0,0,0,0,1
465,Mitochondrial_biogenesis_005,Mito_Bio_4-2,225,100uM MC16,n2,1,26,15,0,0,0,0,1
466,Mitochondrial_biogenesis_005,Mito_Bio_4-2,226,100uM MC16,n2,1,33,23,0,0,0,0,1
467,Mitochondrial_biogenesis_005,Mito_Bio_4-2,227,100uM MC16,n2,1,17,15,0,0,0,0,1
468,Mitochondrial_biogenesis_005,Mito_Bio_4-2,228,100uM MC16,n2,0,1,0,1,1,0,0,0
469,Mitochondrial_biogenesis_005,Mito_Bio_4-2,229,100uM MC16,n2,0,1,0,0,1,0,0,0
470,Mitochondrial_biogenesis_005,Mito_Bio_4-2,230,100uM MC16,n2,1,6,5,0,0,0,0,1
471,Mitochondrial_biogenesis_005,Mito_Bio_4-2,231,100uM MC16,n2,1,15,13,0,0,0,0,1
472,Mitochondrial_biogenesis_005,Mito_Bio_4-2,232,100uM MC16,n2,1,34,21,0,0,0,0,1
473,Mitochondrial_biogenesis_005,Mito_Bio_4-2,233,100uM MC16,n2,1,4,4,0,0,1,0,0
474,Mitochondrial_biogenesis_005,Mito_Bio_4-2,234,100uM MC16,n2,1,8,6,0,0,0,0,1
475,Mitochondrial_biogenesis_005,Mito_Bio_4-2,235,100uM MC16,n2,1,17,17,0,0,1,0,0
476,Mitochondrial_biogenesis_005,Mito_Bio_4-2,236,100uM MC16,n2,1,6,5,0,0,0,0,1
477,Mitochondrial_biogenesis_005,Mito_Bio_4-2,237,100uM MC16,n2,0,6,0,0,1,0,0,0
478,Mitochondrial_biogenesis_005,Mito_Bio_4-2,238,100uM MC16,n2,1,2,0,0,1,0,0,0
479,Mitochondrial_biogenesis_005,Mito_Bio_4-2,239,100uM MC16,n2,0,1,0,1,1,0,0,0
480,Mitochondrial_biogenesis_005,Mito_Bio_4-2,240,100uM MC16,n2,0,1,0,1,1,0,0,0
481,Mitochondrial_biogenesis_005,Mito_Bio_4-3,1,100uM MC16,n2,0,1,0,0,1,0,0,0
482,Mitochondrial_biogenesis_005,Mito_Bio_4-3,2,100uM MC16,n2,1,15,15,0,0,1,0,0
483,Mitochondrial_biogenesis_005,Mito_Bio_4-3,3,100uM MC16,n2,1,8,8,0,0,1,0,0
484,Mitochondrial_biogenesis_005,Mito_Bio_4-3,4,100uM MC16,n2,1,14,13,0,0,0,0,1
485,Mitochondrial_biogenesis_005,Mito_Bio_4-3,5,100uM MC16,n2,1,28,18,0,0,0,0,1
486,Mitochondrial_biogenesis_005,Mito_Bio_4-3,6,100uM MC16,n2,1,27,15,0,0,0,0,1
487,Mitochondrial_biogenesis_005,Mito_Bio_4-3,7,100uM MC16,n2,1,16,13,0,0,0,0,1
488,Mitochondrial_biogenesis_005,Mito_Bio_4-3,8,100uM MC16,n2,1,21,15,0,0,0,0,1
489,Mitochondrial_biogenesis_005,Mito_Bio_4-3,9,100uM MC16,n2,1,10,9,0,0,0,0,1
490,Mitochondrial_biogenesis_005,Mito_Bio_4-3,10,100uM MC16,n2,0,1,0,0,1,0,0,0
491,Mitochondrial_biogenesis_005,Mito_Bio_4-3,11,100uM MC16,n2,1,19,18,0,0,0,0,1
492,Mitochondrial_biogenesis_005,Mito_Bio_4-3,12,100uM MC16,n2,0,1,0,1,1,0,0,0
493,Mitochondrial_biogenesis_005,Mito_Bio_4-3,13,100uM MC16,n2,1,16,14,0,0,0,0,1
494,Mitochondrial_biogenesis_005,Mito_Bio_4-3,14,100uM MC16,n2,1,13,13,0,0,1,0,0
495,Mitochondrial_biogenesis_005,Mito_Bio_4-3,15,100uM MC16,n2,1,24,24,0,0,0,0,1
496,Mitochondrial_biogenesis_005,Mito_Bio_4-3,16,100uM MC16,n2,1,14,13,0,0,0,0,1
497,Mitochondrial_biogenesis_005,Mito_Bio_4-3,17,100uM MC16,n2,1,22,20,0,0,0,0,1
498,Mitochondrial_biogenesis_005,Mito_Bio_4-3,18,100uM MC16,n2,1,24,10,0,0,0,0,1
499,Mitochondrial_biogenesis_005,Mito_Bio_4-3,19,100uM MC16,n2,1,22,22,0,0,1,0,0
500,Mitochondrial_biogenesis_005,Mito_Bio_4-3,20,100uM MC16,n2,1,24,13,0,0,0,0,1
501,Mitochondrial_biogenesis_005,Mito_Bio_4-3,21,100uM MC16,n2,1,12,12,0,0,1,0,0
502,Mitochondrial_biogenesis_005,Mito_Bio_4-3,22,100uM MC16,n2,1,21,20,0,0,0,0,1
503,Mitochondrial_biogenesis_005,Mito_Bio_4-3,23,100uM MC16,n2,1,16,13,0,0,0,0,1
504,Mitochondrial_biogenesis_005,Mito_Bio_4-3,24,100uM MC16,n2,1,18,11,0,0,0,0,1
505,Mitochondrial_biogenesis_005,Mito_Bio_4-3,25,100uM MC16,n2,1,20,19,0,0,0,0,1
506,Mitochondrial_biogenesis_005,Mito_Bio_4-3,26,100uM MC16,n2,1,20,14,0,0,0,0,1
507,Mitochondrial_biogenesis_005,Mito_Bio_4-3,27,100uM MC16,n2,1,23,14,0,0,0,0,1
508,Mitochondrial_biogenesis_005,Mito_Bio_4-3,28,100uM MC16,n2,1,14,14,0,0,1,0,0
509,Mitochondrial_biogenesis_005,Mito_Bio_4-3,29,100uM MC16,n2,1,25,21,0,0,0,0,1
510,Mitochondrial_biogenesis_005,Mito_Bio_4-3,30,100uM MC16,n2,1,17,17,0,0,0,0,1
511,Mitochondrial_biogenesis_005,Mito_Bio_4-3,31,100uM MC16,n2,1,24,16,0,0,0,0,1
512,Mitochondrial_biogenesis_005,Mito_Bio_4-3,32,100uM MC16,n2,1,18,15,0,0,0,0,1
513,Mitochondrial_biogenesis_005,Mito_Bio_4-3,33,100uM MC16,n2,1,10,10,0,0,1,0,0
514,Mitochondrial_biogenesis_005,Mito_Bio_4-3,34,100uM MC16,n2,1,22,13,0,0,0,0,1
515,Mitochondrial_biogenesis_005,Mito_Bio_4-3,35,100uM MC16,n2,1,15,12,0,0,0,0,1
516,Mitochondrial_biogenesis_005,Mito_Bio_4-3,36,100uM MC16,n2,1,18,16,0,0,0,0,1
517,Mitochondrial_biogenesis_005,Mito_Bio_4-3,37,100uM MC16,n2,1,15,14,0,0,0,0,1
518,Mitochondrial_biogenesis_005,Mito_Bio_4-3,38,100uM MC16,n2,1,22,20,0,0,0,0,1
519,Mitochondrial_biogenesis_005,Mito_Bio_4-3,39,100uM MC16,n2,1,25,16,0,0,0,0,1
520,Mitochondrial_biogenesis_005,Mito_Bio_4-3,40,100uM MC16,n2,1,23,20,0,0,0,0,1
521,Mitochondrial_biogenesis_005,Mito_Bio_4-3,41,100uM MC16,n2,1,24,20,0,0,0,0,1
522,Mitochondrial_biogenesis_005,Mito_Bio_4-3,42,100uM MC16,n2,1,15,13,0,0,0,0,1
523,Mitochondrial_biogenesis_005,Mito_Bio_4-3,43,100uM MC16,n2,1,14,12,0,0,0,0,1
524,Mitochondrial_biogenesis_005,Mito_Bio_4-3,44,100uM MC16,n2,1,14,13,0,0,0,0,1
525,Mitochondrial_biogenesis_005,Mito_Bio_4-3,45,100uM MC16,n2,1,24,24,0,0,1,0,0
526,Mitochondrial_biogenesis_005,Mito_Bio_4-3,46,100uM MC16,n2,1,20,16,0,0,0,0,1
527,Mitochondrial_biogenesis_005,Mito_Bio_4-3,47,100uM MC16,n2,1,22,21,0,0,0,0,1
528,Mitochondrial_biogenesis_005,Mito_Bio_4-3,48,100uM MC16,n2,1,16,15,0,0,0,0,1
529,Mitochondrial_biogenesis_005,Mito_Bio_4-3,49,DMSO Control,n2,1,30,19,1,0,0,0,0
530,Mitochondrial_biogenesis_005,Mito_Bio_4-3,50,DMSO Control,n2,1,24,24,0,0,0,0,1
531,Mitochondrial_biogenesis_005,Mito_Bio_4-3,51,DMSO Control,n2,1,25,24,0,0,0,0,1
532,Mitochondrial_biogenesis_005,Mito_Bio_4-3,52,DMSO Control,n2,1,22,22,0,0,1,0,0
533,Mitochondrial_biogenesis_005,Mito_Bio_4-3,53,DMSO Control,n2,1,26,23,0,0,0,0,1
534,Mitochondrial_biogenesis_005,Mito_Bio_4-3,54,DMSO Control,n2,1,26,23,0,0,0,0,1
535,Mitochondrial_biogenesis_005,Mito_Bio_4-3,55,DMSO Control,n2,1,21,16,0,0,0,0,1
536,Mitochondrial_biogenesis_005,Mito_Bio_4-3,56,DMSO Control,n2,1,25,23,0,0,0,0,1
537,Mitochondrial_biogenesis_005,Mito_Bio_4-3,57,DMSO Control,n2,1,8,6,0,0,0,0,1
538,Mitochondrial_biogenesis_005,Mito_Bio_4-3,58,DMSO Control,n2,1,28,16,0,0,0,0,1
539,Mitochondrial_biogenesis_005,Mito_Bio_4-3,59,DMSO Control,n2,1,29,16,0,0,0,0,1
540,Mitochondrial_biogenesis_005,Mito_Bio_4-3,60,DMSO Control,n2,1,29,16,0,0,0,0,1
541,Mitochondrial_biogenesis_005,Mito_Bio_4-3,61,DMSO Control,n2,1,28,26,0,0,0,0,1
542,Mitochondrial_biogenesis_005,Mito_Bio_4-3,62,DMSO Control,n2,1,20,20,0,0,1,0,0
543,Mitochondrial_biogenesis_005,Mito_Bio_4-3,63,DMSO Control,n2,1,31,13,0,0,0,0,1
544,Mitochondrial_biogenesis_005,Mito_Bio_4-3,64,DMSO Control,n2,1,20,17,0,0,0,0,1
545,Mitochondrial_biogenesis_005,Mito_Bio_4-3,65,DMSO Control,n2,1,23,19,0,0,0,0,1
546,Mitochondrial_biogenesis_005,Mito_Bio_4-3,66,DMSO Control,n2,1,27,21,0,0,0,0,1
547,Mitochondrial_biogenesis_005,Mito_Bio_4-3,67,DMSO Control,n2,1,19,15,0,0,0,0,1
548,Mitochondrial_biogenesis_005,Mito_Bio_4-3,68,DMSO Control,n2,1,27,22,0,0,0,0,1
549,Mitochondrial_biogenesis_005,Mito_Bio_4-3,69,DMSO Control,n2,1,9,7,0,0,0,0,1
550,Mitochondrial_biogenesis_005,Mito_Bio_4-3,70,DMSO Control,n2,1,28,27,0,0,0,0,1
551,Mitochondrial_biogenesis_005,Mito_Bio_4-3,71,DMSO Control,n2,1,26,25,0,0,0,0,1
552,Mitochondrial_biogenesis_005,Mito_Bio_4-3,72,DMSO Control,n2,1,24,20,0,0,0,0,1
553,Mitochondrial_biogenesis_005,Mito_Bio_4-3,73,DMSO Control,n2,1,15,10,0,0,0,0,1
554,Mitochondrial_biogenesis_005,Mito_Bio_4-3,74,DMSO Control,n2,1,30,26,0,0,0,0,1
555,Mitochondrial_biogenesis_005,Mito_Bio_4-3,75,DMSO Control,n2,0,8,0,0,1,0,0,0
556,Mitochondrial_biogenesis_005,Mito_Bio_4-3,76,DMSO Control,n2,1,31,21,0,0,0,0,1
557,Mitochondrial_biogenesis_005,Mito_Bio_4-3,77,DMSO Control,n2,1,26,22,0,0,0,0,1
558,Mitochondrial_biogenesis_005,Mito_Bio_4-3,78,DMSO Control,n2,1,3,0,0,1,0,0,0
559,Mitochondrial_biogenesis_005,Mito_Bio_4-3,79,DMSO Control,n2,1,26,19,0,0,0,0,1
560,Mitochondrial_biogenesis_005,Mito_Bio_4-3,80,DMSO Control,n2,1,23,10,0,0,0,0,1
561,Mitochondrial_biogenesis_005,Mito_Bio_4-3,81,DMSO Control,n2,1,20,19,0,0,0,0,1
562,Mitochondrial_biogenesis_005,Mito_Bio_4-3,82,DMSO Control,n2,0,28,0,0,1,0,0,0
563,Mitochondrial_biogenesis_005,Mito_Bio_4-3,83,DMSO Control,n2,1,19,10,0,0,0,0,1
564,Mitochondrial_biogenesis_005,Mito_Bio_4-3,84,DMSO Control,n2,1,20,20,0,0,1,0,0
565,Mitochondrial_biogenesis_005,Mito_Bio_4-3,85,DMSO Control,n2,1,26,25,0,0,0,0,1
566,Mitochondrial_biogenesis_005,Mito_Bio_4-3,86,DMSO Control,n2,1,15,15,0,0,0,0,1
567,Mitochondrial_biogenesis_005,Mito_Bio_4-3,87,DMSO Control,n2,1,21,13,0,0,0,0,1
568,Mitochondrial_biogenesis_005,Mito_Bio_4-3,88,DMSO Control,n2,1,32,20,0,0,0,0,1
569,Mitochondrial_biogenesis_005,Mito_Bio_4-3,89,DMSO Control,n2,1,13,13,0,0,1,0,0
570,Mitochondrial_biogenesis_005,Mito_Bio_4-3,90,DMSO Control,n2,1,25,25,0,0,1,0,0
571,Mitochondrial_biogenesis_005,Mito_Bio_4-3,91,DMSO Control,n2,1,24,13,0,0,0,0,1
572,Mitochondrial_biogenesis_005,Mito_Bio_4-3,92,DMSO Control,n2,1,29,22,0,0,0,0,1
573,Mitochondrial_biogenesis_005,Mito_Bio_4-3,93,DMSO Control,n2,1,29,20,0,0,0,0,1
574,Mitochondrial_biogenesis_005,Mito_Bio_4-3,94,DMSO Control,n2,1,14,14,0,0,1,0,0
575,Mitochondrial_biogenesis_005,Mito_Bio_4-3,95,DMSO Control,n2,1,29,16,0,0,0,0,1
576,Mitochondrial_biogenesis_005,Mito_Bio_4-3,96,DMSO Control,n2,1,23,23,0,0,1,0,0
577,Mitochondrial_biogenesis_005,Mito_Bio_4-3,97,Control,n2,1,24,20,0,0,0,0,1
578,Mitochondrial_biogenesis_005,Mito_Bio_4-3,98,Control,n2,0,16,0,0,1,0,0,0
579,Mitochondrial_biogenesis_005,Mito_Bio_4-3,99,Control,n2,1,26,18,0,0,0,0,1
580,Mitochondrial_biogenesis_005,Mito_Bio_4-3,100,Control,n2,1,21,17,0,0,0,0,1
581,Mitochondrial_biogenesis_005,Mito_Bio_4-3,101,Control,n2,1,13,13,0,0,1,0,0
582,Mitochondrial_biogenesis_005,Mito_Bio_4-3,102,Control,n2,1,28,12,0,0,0,0,1
583,Mitochondrial_biogenesis_005,Mito_Bio_4-3,103,Control,n2,1,22,14,0,0,0,0,1
584,Mitochondrial_biogenesis_005,Mito_Bio_4-3,104,Control,n2,1,22,22,0,0,1,0,0
585,Mitochondrial_biogenesis_005,Mito_Bio_4-3,105,Control,n2,1,22,19,0,0,0,0,1
586,Mitochondrial_biogenesis_005,Mito_Bio_4-3,106,Control,n2,1,22,12,0,0,0,0,1
587,Mitochondrial_biogenesis_005,Mito_Bio_4-3,107,Control,n2,1,27,27,0,0,1,0,0
588,Mitochondrial_biogenesis_005,Mito_Bio_4-3,108,Control,n2,1,20,16,0,0,0,0,1
589,Mitochondrial_biogenesis_005,Mito_Bio_4-3,109,Control,n2,1,23,10,0,0,0,0,1
590,Mitochondrial_biogenesis_005,Mito_Bio_4-3,110,Control,n2,1,23,16,0,0,0,0,1
591,Mitochondrial_biogenesis_005,Mito_Bio_4-3,111,Control,n2,1,21,12,0,0,0,0,1
592,Mitochondrial_biogenesis_005,Mito_Bio_4-3,112,Control,n2,1,27,17,0,0,0,0,1
593,Mitochondrial_biogenesis_005,Mito_Bio_4-3,113,Control,n2,1,30,27,0,0,0,0,1
594,Mitochondrial_biogenesis_005,Mito_Bio_4-3,114,Control,n2,1,25,24,0,0,0,0,1
595,Mitochondrial_biogenesis_005,Mito_Bio_4-3,115,Control,n2,1,29,15,0,0,0,0,1
596,Mitochondrial_biogenesis_005,Mito_Bio_4-3,116,Control,n2,1,30,22,0,0,0,0,1
597,Mitochondrial_biogenesis_005,Mito_Bio_4-3,117,Control,n2,1,16,16,0,0,1,0,0
598,Mitochondrial_biogenesis_005,Mito_Bio_4-3,118,Control,n2,1,21,16,0,0,0,0,1
599,Mitochondrial_biogenesis_005,Mito_Bio_4-3,119,Control,n2,1,24,23,0,0,0,0,1
600,Mitochondrial_biogenesis_005,Mito_Bio_4-3,120,Control,n2,1,24,14,0,0,0,0,1
601,Mitochondrial_biogenesis_005,Mito_Bio_4-3,121,Control,n2,1,23,16,0,0,0,0,1
602,Mitochondrial_biogenesis_005,Mito_Bio_4-3,122,Control,n2,1,20,16,0,0,0,0,1
603,Mitochondrial_biogenesis_005,Mito_Bio_4-3,123,Control,n2,1,6,6,0,0,1,0,0
604,Mitochondrial_biogenesis_005,Mito_Bio_4-3,124,Control,n2,1,31,23,0,0,0,0,1
605,Mitochondrial_biogenesis_005,Mito_Bio_4-3,125,Control,n2,1,23,16,0,0,0,0,1
606,Mitochondrial_biogenesis_005,Mito_Bio_4-3,126,Control,n2,1,24,20,0,0,0,0,1
607,Mitochondrial_biogenesis_005,Mito_Bio_4-3,127,Control,n2,1,20,10,0,0,0,0,1
608,Mitochondrial_biogenesis_005,Mito_Bio_4-3,128,Control,n2,1,25,15,0,0,0,0,1
609,Mitochondrial_biogenesis_005,Mito_Bio_4-3,129,Control,n2,1,17,13,0,0,0,0,1
610,Mitochondrial_biogenesis_005,Mito_Bio_4-3,130,Control,n2,1,28,26,0,0,0,0,1
611,Mitochondrial_biogenesis_005,Mito_Bio_4-3,131,Control,n2,1,24,9,0,0,0,0,1
612,Mitochondrial_biogenesis_005,Mito_Bio_4-3,132,Control,n2,1,28,24,0,0,0,0,1
613,Mitochondrial_biogenesis_005,Mito_Bio_4-3,133,Control,n2,1,18,13,0,0,0,0,1
614,Mitochondrial_biogenesis_005,Mito_Bio_4-3,134,Control,n2,1,20,20,0,0,1,0,0
615,Mitochondrial_biogenesis_005,Mito_Bio_4-3,135,Control,n2,1,16,16,0,0,1,0,0
616,Mitochondrial_biogenesis_005,Mito_Bio_4-3,136,Control,n2,1,27,25,0,0,0,0,1
617,Mitochondrial_biogenesis_005,Mito_Bio_4-3,137,Control,n2,1,23,19,0,0,0,0,1
618,Mitochondrial_biogenesis_005,Mito_Bio_4-3,138,Control,n2,1,23,21,0,0,0,0,1
619,Mitochondrial_biogenesis_005,Mito_Bio_4-3,139,Control,n2,1,32,22,0,0,0,0,1
620,Mitochondrial_biogenesis_005,Mito_Bio_4-3,140,Control,n2,1,20,12,0,0,0,0,1
621,Mitochondrial_biogenesis_005,Mito_Bio_4-3,141,Control,n2,1,22,16,0,0,0,0,1
622,Mitochondrial_biogenesis_005,Mito_Bio_4-3,142,Control,n2,1,29,19,0,0,0,0,1
623,Mitochondrial_biogenesis_005,Mito_Bio_4-3,143,Control,n2,1,25,24,0,0,0,0,1
624,Mitochondrial_biogenesis_005,Mito_Bio_4-3,144,Control,n2,1,9,7,0,0,0,0,1
625,Mitochondrial_biogenesis_005,Mito_Bio_4-3,145,1uM MC16,n2,1,10,7,0,0,0,0,1
626,Mitochondrial_biogenesis_005,Mito_Bio_4-3,146,1uM MC16,n2,1,29,24,0,0,0,0,1
627,Mitochondrial_biogenesis_005,Mito_Bio_4-3,147,1uM MC16,n2,1,30,25,0,0,0,0,1
628,Mitochondrial_biogenesis_005,Mito_Bio_4-3,148,1uM MC16,n2,1,15,14,0,0,0,0,1
629,Mitochondrial_biogenesis_005,Mito_Bio_4-3,149,1uM MC16,n2,0,1,0,0,1,0,0,0
630,Mitochondrial_biogenesis_005,Mito_Bio_4-3,150,1uM MC16,n2,1,17,12,0,0,0,0,1
631,Mitochondrial_biogenesis_005,Mito_Bio_4-3,151,1uM MC16,n2,1,25,23,0,0,0,0,1
